,index,Username,Title_Review,Rating_Review,Review,State,Type_traveler,Date_Travel,Attraction_id,validation_errors
9942,9942,Luciana C,Religioso,50,"Para quem é católico ou quer conhecer um pouco mais sobre o Círio de Nazaré, visita imperdível. Lá você terá a oportunidade de ver a imagem original de Nossa Senhora de Nazaré, encontrada pelo caboclo Plácido,e que só desce do Glória duas vezes ao ano: Círio e no mês de maio em comemoração ao mês mariano e a transformação da igreja em Santuário.","Rio de Janeiro, RJ",Families,,1,DATE_NULL;
9943,9943,Jorge A,Linda igreja.,40,"Grande, com pinturas bem acabadas, com bastante imagens de outros santos. Um símbolo da fé cristã no Pará em devoção à essa santa.",,Families,,1,DATE_NULL;
9944,9944,Renata N,Muito linda!,50,"Igreja antiga e muito bem conservada, com ar condicionado eum pároco divertidíssimo! Uma das igrejas mais bonitas que já conheci.",,Families,,1,DATE_NULL;
9989,9989,Hernan Franz R,Basílica Santuário de Nazaré,40,"Uma igreja muito bonita, muito bem conservada. Local de encontro dos fiéis e frequentadores do famosíssimo Círio de Nazaré, que ocorre todos os anos no segundo domingo do mês de outubro. Portais em bronze, lindíssimos, muito bem feitos, a perfeição nos detalhes é ímpar. Quanto ao tempo a ser gasto, depende se vai assistir a uma missa ou não.",,Families,,1,DATE_NULL;
10070,10070,jean c,Santificado seja seu nome Sta. Nazaré.,50,"Um dos passeios mais bonitos que fiz, a história de Belém passa por essa magnífica Basílica com suas lenda e paixões de um povo humilde.","Belém, PA",Families,,1,DATE_NULL;
10074,10074,Larissa F,Linda!,50,"A igreja é simplesmente linda, num estilo de epoca marcante. Toda reformada do chão ao teto. Possui ar condicionado. Há local para estacionar em via pública e uma praça bem em frente a igreja chamada de CAM,onde acontecem missas e shows tambem, como se fosse extensão da igreja.",,Families,,1,DATE_NULL;
10078,10078,Gui-Melo,Muito bonito,40,"Igreja muito bonita localizada na parte antiga da cidade, local revitalizado e bem conservado, vale a pena conhecer.",,Families,,1,DATE_NULL;
10080,10080,Wendell_Harley,Ave Senhora da Berlinda!,50,"Estar na casa da Mãe do Céu é algo inexplicável. Visitar a Basílica Santuário é sempre uma renovação de fé e um momento de íntimo contato com Deus, sentindo sua presença em todos os momentos. Nossa Senhora de Nazaré tem o poder de irmanar milhões de pessoas. A missa da tarde é um convite  estar mais próximo de Deus.","Manaus, AM",Families,,1,DATE_NULL;
10081,10081,Vanna C,Linda,50,É um ponto de visita obrigatório para quem quer conhecer a cidade e sua cultura. A arquitetura é muito bela,"Brasília, DF",Families,,1,DATE_NULL;
10082,10082,Marco M,Linda Igreja.,40,"Linda igreja, tanto por fora como por dentro.  Para aqueles turistas que gostam de visitar as famosas igrejas, basílicas ou catedrais de diferentes cidades.  Está é umas que vale a pena conhecer.",Amapá,Families,,1,DATE_NULL;
10087,10087,Wander M,Lugar santo,50,"Recomendo as pessoas de fé . lugar maravilhoso de paz , amor e tranquilidades ´as pessoas que creem a Deus . Todas as quartas feiras as 19hs momento de adoraçao , recomendo","Belém, PA",Families,,1,DATE_NULL;
10088,10088,EDIMAR C,"LINDA, ESPETACULAR",50,"Sempre tive vontade de conhecer esta Igreja, e não foi surpresa minha o encanto que tive por ela, vale a pena visitar para quem é religioso, recomendo uma visita.","Rio de Janeiro, RJ",Families,,1,DATE_NULL;
10090,10090,OswaldoQuintas,Local para católicos e não católicos,50,Os católicos terão oportunidade de pedir e agradecer à Nossa Senhora de Nazaré.  Os não católicos terão a oportunidade de visitar uma Igreja artitiscamente muito linda.,"São Paulo, SP",Families,,1,DATE_NULL;
10093,10093,Hannah A,Magnifica Basílica,50,"Arquitetura belíssima, uma verdadeira obra de arte.A Basílica de Nossa Senhora de Nazaré é imponente, e um simbolo de fé do povo paraense.Com certeza é uma visita que não pode ficar de fora do roteiro turístico de Belém.","Belém, PA",Families,,1,DATE_NULL;
10099,10099,KeithMorata,Exuberante!!!,50,"Adorei!!!!! Linda, cheia de detalhes, limpa.Transmite paz e tranquilidade.Tem uma loja ao lado da Basílica, em que se pode comprar lembrancinhas, santas, camisetas, bem legal.Vale a visita",,Families,,1,DATE_NULL;
10104,10104,Nicole Delcasta... M,Linda!,50,"Ir a Belém e não visitar a Basílica, é quase como não ir a Belém!A Basílica é linda, principalmente para os amantes de arquitetura, e de igrejas como eu!Além do mais, a Basílica faz parte do Círio de Nazaré, maior ato de fé e energia boa que já pude presenciar.Indiferente da religião praticada, vale muito a pena a visita!",,Families,,1,DATE_NULL;
10193,10193,paulina s,belíssima,50,"linda a Basílica! o local ao redor ainda estava em reforma, mas assim que ficar tudo pronto, será ainda mais bonito! A Basílica é belíssima!","São Paulo, SP",Families,,1,DATE_NULL;
10201,10201,LaraBLobo,"Basílica de Nazaré, Belém, Pará.",50,"A Basílica é onde o Círio de Nazaré chega todos os anos após o Círio. Está muito bem conservada, refrigerada e é um lindo espaço para contemplação, em outubro tem visitação monitorada. Vale a pena conhecer.","Guimarães, Portugal",Families,,1,DATE_NULL;
10211,10211,Elisa B,Deslumbrante!,50,"Além de ser lindíssima, tudo nela nos remete à uma profunda introspecção. Não tem como não imaginar a cultura e procissão do sírio de Nazaré.","Vitória, Espirito Santo, Brazil",Families,,1,DATE_NULL;
10217,10217,Sonia A,maravilhoso,40,lugar maravilhoso em Belém no qual reúne cristãos de grande devoção. Além de lindo altar é um templo de fé e grande energia divina.,"Fortaleza, CE",Families,,1,DATE_NULL;
10222,10222,luciano junior,santurio,40,"a basilica por ter muitos romeiros esta muito emprensado, poderia ja pensar numa basilica maior com uma infra estrutura de estacionamento, os guardas de nossas Senhora não gostei poderia mudar para apostolo ou protetor ou colaborador sei lá mas guarda é para a Basilica e não para nossa Senhora., na camisa tem um sinbolo que parece a maçonaria, deveria ter um logomarca melhor e sobre a coleta das ofertas não ser os guardas mas sim a pastoral do dizimo com pessoas com a paramenta coleta, como também pessoasl de receptivo de boas vindas, um ponto negativo. fooi para tirar a foto, pedimos permissão e o guarda disse que não, a decepção foi grande pois estamos na casa de Deus e com todo respeito queriamos registrar o momento e aumentar nossa fé. a programação excelente as missas maravilhosas e carismaticas, confessionario no dia faltou. mas enfim a Basilica e merecedora para Nossa Senhora de Nazare, e São José que acho que toda Igreja com o nome de nossa Senhora deveriater a Imagem de são joseé assim ficarua a fmilia completa sagrada familia.",Estado de São Paulo,Families,,1,DATE_NULL;
10223,10223,Luciano T,Linda,50,"Muito bonita, grandiosa, rica em detalhes, conservada. Surpreendente e emocionante com equipe acolhedora atenciosa e preparada para o turismo.","São Paulo, SP",Families,,1,DATE_NULL;
10225,10225,STNPC,Bom para conhecer fora do Círio,40,Local bem cuidado (área externa estava em reforma). Interior muito bonito. Na frente uma praça e ao lado lojinha.,"Fortaleza, CE",Families,,1,DATE_NULL;
10227,10227,ronaldo a,muito bonita,50,"Igreja belissima, e surpreendentemente nova(sua construçao começou a 105 anos e terminou em 1962).Construida quase totalmente com marmores e granitos importados da Italia , conta ainda com vitrais maravilhosos todos doados por familias influentese ate por classes de trabalhadores como a dos estivadores do porto. Conta ainda com uma das maiores lojas de venda de souvenirs religiosos que ja vi. Em sua visita, nao esqueça de comprar as fitinhas coloridas, e amarra-las na grade da igreja e fazer os seus pedidos a Nossa Senhora. E uma visita imperdivel.","Niterói, RJ",Families,,1,DATE_NULL;
10228,10228,Renato Seixas,Lugar de paz,50,"A igreja é muito bonita, tem uma arquitetura belíssima e representa muito da cultura paraense. É lugar de muita paz e tranquilidade. É onde se encontra a imagem do Círio de Nazaré. Vale muito a pena conhecer","Salvador, BA",Families,,1,DATE_NULL;
10229,10229,Sylvino N,Linda,50,Vale a visita. Muito bonita a igreja e você pode entrar em contato com a religiosidade e a cultura do local.,,Families,,1,DATE_NULL;
10230,10230,Helena F,Templo grandioso!!!,50,"A Basília de Nazaré, além de ser um templo da fé católica, oferece ao visitante a oportunidade única de apreciar uma construção primorosa do início do século XX.","Belém, Para, Brazil",Families,,1,DATE_NULL;
10231,10231,Mauro R,Local de fé!,50,"A Basília Santuária de Nossa Senhora de Nazaré é, sem dúvida alguma, o local mais importante a ser visitado em Belém. A Basílica é o grande palco para a maior festa católica do Mundo. O Cirio de Nazaré. Festa que junta 3 milhões de pessoas na cidade para acompanhar a procissão nazarena. Eu recomendo aos visitantes.","Belém, PA",Families,,1,DATE_NULL;
10235,10235,419ana,Templo Divino,50,"A Basilica de Nazare em Belém do Pará, é belissíma, sua arquitetura encanta qualquer olho, pois, o seu dourado do ouro reluzente transmite algo de sobrenatural. É um santuario lindo, que nos traz paz, harmonia e nos transmite o divino. E MAIS belo é a imagem de N. S. de Nazaré, que no seu explendor irradia luz aos corações de quem a procura, é uma pequenina imagem que se faz grande, principalmente porque em seu Círio, conduz milhares de pessoas ao seu filho JESUS.So vindo ver pra sentir , e maravilhoso.","Belém, PA",Families,,1,DATE_NULL;
10240,10240,MaRosineideRezendede,basilica,40,linda gostei do estilo da mesma que é bem antiga. faz alusão  ao passado. historico da cidade é visivel no estilo arquitetonico apresentado pela basilica,"Itororó, BA",Families,,1,DATE_NULL;
10252,10252,Elys B,Linda!,50,Igreja belíssima e super tradicional! Na festa do círio ela é muito visitada e as missas são sempre lotadas. Vale a pena visitar esta igreja.,"Belém, PA",Families,,1,DATE_NULL;
10345,10345,6JoaoJacques,Basílica de Nossa Senhora de Nazaré,50,"Uma das igrejas católicas mais linda de Belém. Ponto final do Círio de Nazaré, procissão que reúne mais de 2 milhões de devotos e que ocorre no segundo domingo de outubro. Vale a pena conhecê-la, e, melhor, assistir uma missa nela. Imperdível !",Belem Para Brasil,Families,,1,DATE_NULL;
10348,10348,RosaCarvalho,PATRIMÔNIO D EFÉ DOS PARAENES,50,"Basílica enorme, mas aconchegante. Um lugar que emana paz e santidade. Majestoso! Vale à pena visitar e assistir à missa, num dia tranquilo. Evite o dia do círio, pois os devotos viajam de todos os interiores do estado do Pará para homenagear a padroeira e fica mais difícil de conseguir um bom lugar. A praça do centro Arquitetônico Nazareno, à frente da igreja também é um lugar apreciável. Visite, vale à pena!","Belém, PA",Families,,1,DATE_NULL;
10358,10358,barbosa2013,imperdivel,40,pra quem é católico é imperdível a vistação a basilica de nazaré um presente dos homens a nossa senhora de nazare,"Juiz de Fora, MG",Families,,1,DATE_NULL;
10360,10360,luhamoy,Um Monumento,50,"Alguns dizes que é uma replica em tamanho menor da Basilica de São Pedro no Vaticano, tambem achei parecida, rica e bem conservada",belem,Families,,1,DATE_NULL;
10361,10361,Izabel Aleixo,Majestosa,40,"Com patio em frente onde ficam algumas esculturas e uma redoma  de vidro com a imagem de N. S. Nazaré.. A Basílica é ampla, com afrescos, vitrais e pinturas luxuosas.Verifique antes os horários em que está aberta.","São Paulo, SP",Families,,1,DATE_NULL;
10396,10396,Luana A,grandiosa,50,"Essa basílica é muito bem ornamentada, apresenta uma riqueza de detalhes que vale a pena conferir. A praça em frente com sua revoada de pássaros é um espetáculo imperdível.","Fortaleza, CE",Families,,1,DATE_NULL;
10441,10441,Mayra Abreu,Linda,50,"Igreja muito bonita e muito bem conservada .Altar belíssimo, um dos mais  bonitos que já visitei Vitrais bonitos","Salvador, BA",Couples,,1,DATE_NULL;
10454,10454,Euvaldo L,Visita turística,50,"É a mais linda e bem cuidada igreja de Belém. Muito bem localizada e conta com um comércio religioso bem montado, uma boa lanchonete e um grande e belo espaço externo.Visita indispensável.","Brasília, DF",Couples,,1,DATE_NULL;
10455,10455,Guilherme,Uma das mais belas do Brasil!,50,"Indubitavelmente uma das basílicas mais belas do Brasil, onde fica guardada, em um ponto elevado, a imagem original de Nsa. Nossa de Nazaré. Vale muito a pena a visita.","São Paulo, SP",Couples,,1,DATE_NULL;
10456,10456,Jéssica Arruda,Lindíssima,50,"Simplesmente linda a basílica...vale a visita. Me emocionei demais no local, que tem uma energia muito forte e uma estrutura bacana!","Rio de Janeiro, RJ",Couples,,1,DATE_NULL;
10458,10458,CIDALIMA,Basílica Nossa Senhora de Nazaré,50,"A Basílica é belíssima, climatizada , um local para você se sentir confortável  e bem acolhido. Ao lado da Basílica fica a loja onde você pode comprar vários tipos de souvenir.","Fortaleza, CE",Couples,,1,DATE_NULL;
10483,10483,Lucileia C,Fé,30,"A igreja é muito bonita, embora eu não seja católica a visita vale muito a pena, faz parte da cultura e é muito importante para o povo daquela região. Nos portões que cercam a igreja existem milhares de fitinhas coloridas, as pessoas fazem pedidos e amarram esses fitinhas nas grades. O visual é lindo.","Salto, SP",Couples,,1,DATE_NULL;
10484,10484,Emilse Aparecid... M,Belissima!,50,"A igeeja é muito antiga,  linda e aconchegante e abriga a imagem de Nossa Senhora de Nazaré com maior número de devotos na cidade e região.  Há uma loja de artigos religiosos ao lado  com grande variedade de produtos.  Pela fama e devoção vale a visita.","Belém, PA",Couples,,1,DATE_NULL;
10485,10485,ALEXANDRE B,Linda é imperdível ,50,A Basílica de Nazaré e o seu entorno são templos de exercício e afirmação da fé do Paraense. Local lindo é imperdível seja qual for a sua fé. Para os católicos assistir uma missa lá é um privilégio especialmente se for na época do Círio de Nazaré. Curiosidade: repare na representação feita na fachada da igreja (uma pintura feita em um triângulo no alto e na frente da igreja). Repare um senhor de paletó preto. Não acha que ele está meio fora do contexto da cena? Pergunte a alguém na igreja quem seria esse senhor é porque estaria ali.,,Couples,,1,DATE_NULL;
10487,10487,Bárbara K,Arquitetura muito bonita,40,"Já participei de missas na Basílica e é realmente incrível. Tanto a estrutura dela quanto as pessoas que a visitam. As missas são cheias de fiéis, o que as torna muito mais interessantes. É preciso chegar um pouco antes do horário previsto para a missa para conseguir se sentar, mas, também, vale a pena ficar em pé. Ao lado da Basílica há uma loja de produtos religiosos e onde costuma ficar a corda do Círio de Nazaré.","Belém, PA",Couples,,1,DATE_NULL;
10529,10529,DiegoFMiguel,Linda!,50,"A principal igreja de Belém, onde reúne no mês de outubro, a celebração do Círio de Nazaré. Enorme e muito bonita, recomendo a visita. Possui uma grande área externa para a realização de eventos.",,Couples,,1,DATE_NULL;
10531,10531,Sandra S,Turismo ,50,Linda basílica!Imponente é encantadora!Imperdível essa visita .Da para ir andando do Teatro da Paz até lá.A loja abre apenas as 14:00,"Maceió, AL",Couples,,1,DATE_NULL;
10562,10562,Liliane_C_Silva,Visite pela arquitetura e história,50,"Independente da religião, acho válido visitar a Basílica. É um prédio antigo, mas belíssimo, com detalhes que encherão os olhos de qualquer visitante. E o silêncio também traz muita paz.","Belém, PA",Couples,,1,DATE_NULL;
10584,10584,maria v,"""Local de adoração""",50,"A Basílica é lugar fascinante, com sua beleza , suas imagens de santos, sua decoração é todo um cenário encantador. Independente de religião, vale  muito apena ser visitada pelos turistas, só tem a ganhar, porque com certeza irão gostar.","Sorocaba, SP",Couples,,1,DATE_NULL;
10590,10590,LorenaGFonseca,Linda demais,50,"Um lugar completamente espiritualizado e cheio de arquitetura. Vale a pena ir na adoração dia de quarta-feira às 19:15, a igreja fica lotada e é um momento único espiritualmente",,Couples,,1,DATE_NULL;
10601,10601,Rubens I,Nazaré,50,"Nessa bela Catedral fica a imagem de Nossa Senhora de Nazare, protagonista do grande evento de Belem: C[irio de Nazare.","Belém, PA",Couples,,1,DATE_NULL;
10602,10602,alrezu,Uma sensação de estar no céu,50,"Uma Basilica linda,bem cuidada,todo o acervo muito bem conservado,imagens maravilhosa,segurança absoluta e pessoas disponiveis para esclarecer dúvidas... visitem...","São Paulo, SP",Couples,,1,DATE_NULL;
10603,10603,Lia I,Linda igreja,50,"A igreja é neoclássica e linda! Ela possui mais de cem anos e está bem conservada, coberta em mármore em sua maioria! Possui um grande pátio na frente onde as crianças podem se divertir.","São Paulo, SP",Couples,,1,DATE_NULL;
10604,10604,Vinícius Dantas,Linda e confortável ,50,Fui pela primeira vez à missa de páscoa na basílica (missa das 18h). Lugar lindo e convidativo à oração. A missa foi maravilhosa. A estrutura da igreja e a sua belezada impressionam. Recomendo a visita!,"Manaus, AM",Couples,,1,DATE_NULL;
10606,10606,Ronaldo A,Ótimo,40,"Local excelente à missas, ir se encontrar com Deus entre famílias, amigos. Mostra um pouco da história da cidade também.","Belém, PA",Couples,,1,DATE_NULL;
10607,10607,crmigliati,Indescritível. ,50,Imponente é belíssima. Realmente traduz um ambiente de paz e de muita fé e oração. Construção impecável. Detalhes internos que os olhos se perdem em admirar tanta beleza. Um passeio imperdível em qualquer época do ano e não apenas nas festividades do Sírio de Nazaré.,"São Carlos, SP",Couples,,1,DATE_NULL;
10608,10608,Yuri_C_Silva,Lugar lindo,50,A basílica é linda. Um lugar de contemplação especialmente recomendado para pessoas de fé. Passeio também recomendado para quem tem interesse em arquitetura!,"Brasília, DF",Couples,,1,DATE_NULL;
10611,10611,Marcos F,Igreja linda,50,Segundo a tradição dos paraenses esta é uma das igrejas mais lindas da cidade de Belém.  O melhor é a Catedral mais linda da cidade. Faz parte do percurso do Círio de nossa senhora de Nazaré. Segundo a tradição da cidade é onde está guardada a sete chaves a imagem de nossa A padroeira dos paraenses,"Novo Hamburgo, RS",Couples,,1,DATE_NULL;
10613,10613,LBCavalheiro,Março 2016,50,"Linda Igreja Matriz, a Basilica a noite fica mais bela ainda, lugar ideal para fotos e uma oração, localizada bem no centro com fácil acesso.","Guarulhos, SP",Couples,,1,DATE_NULL;
10615,10615,Renan Menezes,Espetacular,50,"Para quem é católico ou apreciador de história e arte, parada obrigatória, um encanto de igreja, muito bem conservada, parece novíssima.",,Couples,,1,DATE_NULL;
10616,10616,Juliana Re,Lindíssima!!,40,"A basílica foi totalmente uma surpresa, já estávamos indo embora quando passamos por ela e resolvemos visitar. Aos domingos, ela abre às 15h e não é necessário pagar para entrar. O calçadão da basílica é novo, segundo a placa, de 2015 e bem limpo. Tem alguns lugares que você pode prender sua fitinha e fazer seus pedidos e agradecimentos.Não vou nem comentar sobre a arquitetura da basílica, simplesmente, de cair o queixo.","Porto, Portugal",Couples,,1,DATE_NULL;
10646,10646,Igorsnobre,arquitetura histórica!,40,Quando fui à igreja a mesma estava passando por reformas no lado externo e estava sendo realizado uma missa. A arquitetura interna é belíssima e mostra puro refino.,"Florianópolis, SC",Couples,,1,DATE_NULL;
10672,10672,Mariana K,Linda,50,"A Basílica de Nazaré foi erguida no lugar onde o caboclo José Plácido encontrou, em 1700, a imagem de Nossa Senhora de Nazaré. A santa fica no topo do altar, protegida por um vidro blindado. Na praça, em frente, há uma réplica, onde fiéis amarram fitinhas e fazem pedidos. Uma dos interiores mais lindos do Brasil. Por fora, a gente não dá nada por ela,mas por dentro é linda!","Belém, PA",Couples,,1,DATE_NULL;
10677,10677,Lucas B,Linda,40,"A basilica é enorme, linda! O teto é todo em madeira e os vitrais esplendorosos! Local de muita fé. Nossa senhora de nazaré!",,Couples,,1,DATE_NULL;
10678,10678,LeopoldoNunes,Linda Catedral,50,Agora estão reformando a rua q passa em frente e será um grande espaço privilegiando o passeio e a multidão que sempre está por lá. A Diocese de Belém está de parabéns pois o Padre Jefferson é uma bênção. A arquitetura da Catedral e a riqueza interna são encantadores e tornam a Igreja convidativa para orações.,"Fortaleza, CE",Couples,,1,DATE_NULL;
10681,10681,Eliane M,Bonita e bem administrada,40,"Logo na entrada encontramos um senhor, zelador da Basílica, que fez questão de nos contar toda a história da Basílica e nos guiou em todos os recintos. Limpeza, ar condicionado central, organização e sentimento de amor e pertencimento foram as impressões que nos deixaram.","Niterói, RJ",Couples,,1,DATE_NULL;
10690,10690,Bruno E,Arquitetura belíssima,50,"Não sou católico, mas a Igreja tem uma energia vibrante e acolhedora. Vale a pena contemplar a Igreja que é Um dos Cartões Postais da Cidade de Belém.",Estado de São Paulo,Couples,,1,DATE_NULL;
10710,10710,Ronaldo M,Testemunho da religiosidade brasileira,50,A Basílica é ricamente adornada e ainda funciona!.. o toque de seu sino é um sopro de vida em qualquer cristão.. participe das procissões organizadas na paróquia local.. tire muitas fotos.. a igreja é muito bonita e retrata a forte religiosidade católica da população...,"Brasília, DF",Couples,,1,DATE_NULL;
10729,10729,Rafael H,Paz interior,50,A igreja é magnífica. Aproveitei a ida para assistir uma missa. Imagino como deve ficar durante a época do Círio.,"Brasília, Brazil",Couples,,1,DATE_NULL;
10742,10742,Bernardo N,emocionante,50,"Realmente é muito lindo, fui a pé do hotel Hilton até a Basílica e conforme vc se aproxima é muito emocionante, a Basílica é simplesmente maravilhosa.","São Caetano do Sul, SP",Couples,,1,DATE_NULL;
10745,10745,MuriloDeolino,Linda,50,"A basílica é muito bonita! Por dentro há uma riqueza nos detalhes, no teto, nos vitrais, o altar é esplêndido ! Não tem como ir a Belém e não conhecer a Basílica.","Salvador, BA",Couples,,1,DATE_NULL;
10746,10746,Simone Magda C,Maravilhosa,50,"A Basílica é maravilhosa, independente da religião vale a pena a visitação. É uma obra de arte encravada no norte do Brasil.","Campinas, SP",Couples,,1,DATE_NULL;
10748,10748,Loresales,"Muito bonita, um luxo",50,"Uma igreja linda! A igreja tem detalhes lindos, tem vitrais, mosaicos e pinturas lindas. O altar é muito bonito, o teto tem pinturas bem realistas. Vale a pena entrar!","Salvador, BA",Couples,,1,DATE_NULL;
10749,10749,lucia-paulo,Monumento da fé,40,"Mais do que a beleza da Basílica , chama atenção a grande fé do paraense, o cuidado e o respeito pelo local.","São Paulo, SP",Couples,,1,DATE_NULL;
10750,10750,Davi F,Muito bonita,50,"Muito bela, é uma cópia de uma das basílicas de Roma, rica em detalhes. Tem tv nas colunas pra acompanhar a letra das canções.","Santa Maria, RS",Couples,,1,DATE_NULL;
10775,10775,neneia,Muita Emoção,50,"Foi uma experíência única. A boa vibração deste lugar sagrado é algo indescritível, aliada à arte sacra que é de surpreender por sua beleza. Recomendo que reservem um tempinho da viagem para o seu momento de oração.",Maceió,Couples,,1,DATE_NULL;
10785,10785,Larissa C,Passeio,50,"santuário da basílica de Nazaré , bem localizada no centro da cidade uma bela paisagem , transporte a todo momento pra chegar ate la . A igreja e bem conservada ainda ,uma marca histórica pra cidade de Belém","Belém, PA",Alone,,1,DATE_NULL;
10797,10797,Bruna S,Linda construção!,40,"É um lugar belíssimo! A igreja fica localizada em um bairro nobre e bem seguro. Eu estava hospedada no entorno e fui à pé até lá sem maiores problemas. No interior da igreja é permitido fotografar sem flash. Vale muito a visita, até para quem não segue a fé católica, como é o meu caso.","Santos, SP",Alone,,1,DATE_NULL;
10799,10799,Forlan78,Igreja muito bonita,50,Sensação expetacular ao estar lá dentro. Muito bonita e de grande porte. A praça da frente completa sua beleza,"Curitiba, PR",Alone,,1,DATE_NULL;
10806,10806,Nivea P,Tem que visitar,50,"Visitar o Santuário de Nazaré é visitar o lugar mais importante do paraense, é sentir a fé e a devoção não só desse povo mas de todos os católicos, a Basílica é linda e é pausa obrigatória no seu roteiro de viagem a Belém. Muito fácil de chegar até de ônibus apesar desse rodar muito.","Manaus, AM",Alone,,1,DATE_NULL;
10834,10834,Daniel Marreco,Energia incrível,50,Energia incomparável e indiscritível!!! Um lugar simplesmente LINDO!todo entorno e também interno na basílica! fantástico!!!,,Alone,,1,DATE_NULL;
10835,10835,nubia l,Turismo Arquitetonico,50,Sensacional a arquitetura e as pinturas de dentro do templo.Os vitrais são verdadeiras obra de arte.,"Palmas, TO",Alone,,1,DATE_NULL;
10873,10873,Marcelo A,Belas imagens,50,"Aqueles que gostam de apreciar as pinturas e arquiteturas cléricas, façam uma visita. Localizada na parte antiga da cidade, sua arquitetura acompanha o modelo da época.",,Alone,,1,DATE_NULL;
10881,10881,Bruno G,Famosa em Belem,40,"A mais famosa em Belem por causo do Cirio. Lugar sagrado, lindo, não tem valor arquitetônico especial porem vale a pena visita-la pelo valor que tem para as pessoas do lugar",Brasil,Alone,,1,DATE_NULL;
10885,10885,Sanfer74,Pra fazer uma Fezinha!,40,"Todo bom local histórico que se preze tem uma Igreja, seja ela muito conhecida ou não. E em Belém, essa dispensa comentários.","Rio de Janeiro, RJ",Alone,,1,DATE_NULL;
10914,10914,Maria Do Carmo F,À caminho da Luz!,50,"Nossa vida não teria sentido, se não tivéssemos fé!Ela é a força que nos ajuda a caminhar e lutar por nossos sonhos! A Igreja é linda e abençoada! Faça uma visita e renove sua fé!!",,Alone,,1,DATE_NULL;
10915,10915,Patrick V,Círio,50,"Anualmente o círio de Nazaré para a cidade, é muito lindo, principalmente pra quem é de fora, ver a cultura e a fé do povo paraense.","Marabá, PA",Alone,,1,DATE_NULL;
10923,10923,denny7willian,Bonito,40,Não sou fã desse negócio de igrejas católicas Santos essas coisas mas tenho que admitir que essa igreja é muito bonita principalmente a noite,,Alone,,1,DATE_NULL;
10941,10941,Camila R,Arquitetura excepcional,50,"Igreja com um belo projeto arquitetônico, bastante ampla, localizada no bairro de Nazaré. Com estacionamento privativo.","Belém, PA",Alone,,1,DATE_NULL;
10944,10944,Michel,Encantadora.,50,"Sou suspeito em avaliar. Minha espiritualidade está a cada ano melhor, mais conectada com Deus, mais contemplativa. Assistir a missa das 10h nesta Basílica foi a melhor parte da viagem, tanto pela sua beleza interna como pela paz emanada.",,Alone,,1,DATE_NULL;
10946,10946,Marcio L,Lugar magnífico! Belíssimo. Essencial,50,"Lugar maravilhoso. Divino. Quem vai a Belém, deve, no mínimo por obrigação visitar este sublime lugar.Visita gratuita. Bela estrutura arquitetônica. Um dos maiores templos católicos do Brasil.",São Paulo,Alone,,1,DATE_NULL;
10947,10947,Ivan A,Beleza,50,"Além da história da N. Sra de Nazaré, a igreja é uma bela obra de arte. Vitrais bonitos, teto impressionante. Além, claro, da imagem de N. Sra.",Belém,Alone,,1,DATE_NULL;
10948,10948,Camila  S,🙏,50,"A basílica é uma das maravilhas aqui do pará, um lugar de benção, as seus traços marcantes, suas histórias, círio de Nazaré que acontece em outubro, esse é o mês que costuma ser mais visitado, uma benção mesmo.","Belém, PA",Alone,,1,DATE_NULL;
10953,10953,NMSSM,A igreja mais linda do País!! ,50,"A Basílica de Nazaré é um local que todos deveriam ir pelo menos uma vez na vida, sua estrutura é a mais bela que já vi, o teto da igreja é todo feito de madeira em auto relevo, está climatizada com ar condicionado, e todo o espaço tem imagens lindas!! O povo paranaense tem verdadeira adoração pela Santa!!",,Alone,,1,DATE_NULL;
10954,10954,Lorrane R,Emocionante,50,"A arquitetura impressiona pela riqueza de detalhes, você entra e sente uma energia boa, uma paz, lugar de muita fé e devoção do povo paraense.",,Alone,,1,DATE_NULL;
10955,10955,Tays T,Vigília,50,"Quando vc entra senti uma paz, um aconchego...sensação sem explicação está na casa da mãe de Jesus Cristo! Sem contar a arquitetura da igreja linda o glória então vc fica tentando entender tanta beleza em um só lugar.","Belém, PA",Alone,,1,DATE_NULL;
10956,10956,855fabiano855,BELEZA E HISTÓRIA,50,"Para os amantes de arquitetura religiosa, mas também para os que curtem a história cabocla da Amazônia, a Basílica é imperdível - complemente a visita com o Museu do Círio e a Sé, ambos na Cidade Velha.","Imperatriz, MA",Alone,,1,DATE_NULL;
10959,10959,Alana_sa,Linda!,50,"A igreja é linda por dentro e por fora, sem palavras para descrever. É sempre bom visitar a casa do senhor.",,Alone,,1,DATE_NULL;
10960,10960,dimasjoliveira,Lindo interior ,50,Me surpreendi com a beleza do interior da basílica de Nossa Senhora de Nazaré. O altar é o ponto máximo da beleza. Vale a pena o passeio.,"São Paulo, SP",Alone,,1,DATE_NULL;
10961,10961,Ana Carolina M,Visita ao santuário ,50,A basílica É um lugar para se encantar com a suntuosidade e a fé de um povo.Ao lado da igreja tem a lojinha onde encontramos lembranças e acessórios dos mais diversos,"Belém, PA",Alone,,1,DATE_NULL;
